Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Barbados,Under-five mortality rate,Total,2021,11.9135232088411,,"Deaths per 1,000 live births",Normal value,,7.82407592550407,18.270909183282,,,,UN_IGME,,,,,,Total
Belarus,Under-five mortality rate,Female,2021,2.39090306861179,,"Deaths per 1,000 live births",Normal value,,2.04033432032124,2.75906604882666,,,,UN_IGME,,,,,,Total
Belarus,Under-five mortality rate,Male,2021,3.04402548437877,,"Deaths per 1,000 live births",Normal value,,2.60269561877468,3.51121643204276,,,,UN_IGME,,,,,,Total
Belarus,Under-five mortality rate,Total,2021,2.72493958053381,,"Deaths per 1,000 live births",Normal value,,2.33363900399031,3.1347322095193,,,,UN_IGME,,,,,,Total
Belgium,Under-five mortality rate,Female,2021,3.61320396160373,,"Deaths per 1,000 live births",Normal value,,3.24047928678303,4.02209862477706,,,,UN_IGME,,,,,,Total
Belgium,Under-five mortality rate,Male,2021,4.56204589963297,,"Deaths per 1,000 live births",Normal value,,4.09781458715198,5.06938281595999,,,,UN_IGME,,,,,,Total
Belgium,Under-five mortality rate,Total,2021,4.10065151093779,,"Deaths per 1,000 live births",Normal value,,3.69009814103609,4.54328378344069,,,,UN_IGME,,,,,,Total
Belize,Under-five mortality rate,Female,2021,10.1500758270123,,"Deaths per 1,000 live births",Normal value,,8.16275461721933,12.5306929698411,,,,UN_IGME,,,,,,Total
Belize,Under-five mortality rate,Male,2021,12.158032777409,,"Deaths per 1,000 live births",Normal value,,9.8122411511414,14.9772029600042,,,,UN_IGME,,,,,,Total
Belize,Under-five mortality rate,Total,2021,11.1866176974189,,"Deaths per 1,000 live births",Normal value,,9.03914705771552,13.7459829166598,,,,UN_IGME,,,,,,Total
Benin,Under-five mortality rate,Female,2021,77.3754799029313,,"Deaths per 1,000 live births",Normal value,,62.571325825733,95.5885362409095,,,,UN_IGME,,,,,,Total
Benin,Under-five mortality rate,Male,2021,89.433122004927,,"Deaths per 1,000 live births",Normal value,,72.5605573288118,110.860909639179,,,,UN_IGME,,,,,,Total
Benin,Under-five mortality rate,Total,2021,83.5242477514059,,"Deaths per 1,000 live births",Normal value,,67.8433694929657,103.283643754241,,,,UN_IGME,,,,,,Total
Bhutan,Under-five mortality rate,Female,2021,24.1987571594919,,"Deaths per 1,000 live births",Normal value,,14.2200177694938,40.6501892650174,,,,UN_IGME,,,,,,Total
Bhutan,Under-five mortality rate,Male,2021,29.0346142985978,,"Deaths per 1,000 live births",Normal value,,17.1900738054705,48.4597158690113,,,,UN_IGME,,,,,,Total
Bhutan,Under-five mortality rate,Total,2021,26.6874120983707,,"Deaths per 1,000 live births",Normal value,,15.7625420167566,44.4897199417969,,,,UN_IGME,,,,,,Total
Bolivia (Plurinational State of),Under-five mortality rate,Female,2021,22.2835875192323,,"Deaths per 1,000 live births",Normal value,,15.5841812636316,31.8943030558485,,,,UN_IGME,,,,,,Total
Bolivia (Plurinational State of),Under-five mortality rate,Male,2021,26.9971735888757,,"Deaths per 1,000 live births",Normal value,,18.9356687009009,38.5210109669828,,,,UN_IGME,,,,,,Total
Bolivia (Plurinational State of),Under-five mortality rate,Total,2021,24.691937786717,,"Deaths per 1,000 live births",Normal value,,17.3767067154482,35.1638131378521,,,,UN_IGME,,,,,,Total
Bosnia and Herzegovina,Under-five mortality rate,Female,2021,5.04696675504517,,"Deaths per 1,000 live births",Normal value,,3.88744995908944,6.43506089916865,,,,UN_IGME,,,,,,Total
Bosnia and Herzegovina,Under-five mortality rate,Male,2021,6.14979766799745,,"Deaths per 1,000 live births",Normal value,,4.75031417486061,7.85266937576775,,,,UN_IGME,,,,,,Total
Bosnia and Herzegovina,Under-five mortality rate,Total,2021,5.60060015864128,,"Deaths per 1,000 live births",Normal value,,4.35641603601968,7.16778623318777,,,,UN_IGME,,,,,,Total
Botswana,Under-five mortality rate,Female,2021,31.4049010621195,,"Deaths per 1,000 live births",Normal value,,9.39229108696533,103.880950081302,,,,UN_IGME,,,,,,Total
Botswana,Under-five mortality rate,Male,2021,38.1612975829064,,"Deaths per 1,000 live births",Normal value,,11.5627313290685,127.461359605681,,,,UN_IGME,,,,,,Total
Botswana,Under-five mortality rate,Total,2021,34.8694184415765,,"Deaths per 1,000 live births",Normal value,,10.490752972722,115.60530122155,,,,UN_IGME,,,,,,Total
Brazil,Under-five mortality rate,Female,2021,12.7480764033125,,"Deaths per 1,000 live births",Normal value,,10.7598186114435,15.0786718345775,,,,UN_IGME,,,,,,Total
Brazil,Under-five mortality rate,Male,2021,15.981067085261,,"Deaths per 1,000 live births",Normal value,,13.5399998418443,18.8095981382042,,,,UN_IGME,,,,,,Total
Brazil,Under-five mortality rate,Total,2021,14.4109826299979,,"Deaths per 1,000 live births",Normal value,,12.2777262458963,16.8678420160644,,,,UN_IGME,,,,,,Total
British Virgin Islands,Under-five mortality rate,Female,2021,9.48920790949982,,"Deaths per 1,000 live births",Normal value,,4.31094167852359,20.6305660129716,,,,UN_IGME,,,,,,Total
British Virgin Islands,Under-five mortality rate,Male,2021,11.3517078445222,,"Deaths per 1,000 live births",Normal value,,5.14706983448095,24.9795393162764,,,,UN_IGME,,,,,,Total
British Virgin Islands,Under-five mortality rate,Total,2021,10.4628954904319,,"Deaths per 1,000 live births",Normal value,,4.74822897237662,22.7787767019395,,,,UN_IGME,,,,,,Total
Brunei Darussalam,Under-five mortality rate,Female,2021,10.4058491302151,,"Deaths per 1,000 live births",Normal value,,8.67630399218236,12.5407119781559,,,,UN_IGME,,,,,,Total
Brunei Darussalam,Under-five mortality rate,Male,2021,12.4844060405258,,"Deaths per 1,000 live births",Normal value,,10.4079454839475,14.9814721015187,,,,UN_IGME,,,,,,Total
Brunei Darussalam,Under-five mortality rate,Total,2021,11.4759639263964,,"Deaths per 1,000 live births",Normal value,,9.60258403185163,13.7375945595182,,,,UN_IGME,,,,,,Total
Bulgaria,Under-five mortality rate,Female,2021,5.8033270811837,,"Deaths per 1,000 live births",Normal value,,5.39859640586076,6.24582313324428,,,,UN_IGME,,,,,,Total
Bulgaria,Under-five mortality rate,Male,2021,6.81704904156914,,"Deaths per 1,000 live births",Normal value,,6.34475510633273,7.31836211361304,,,,UN_IGME,,,,,,Total
Bulgaria,Under-five mortality rate,Total,2021,6.32427839315881,,"Deaths per 1,000 live births",Normal value,,5.910977896279,6.76116960604968,,,,UN_IGME,,,,,,Total
Burkina Faso,Under-five mortality rate,Female,2021,77.7230083377764,,"Deaths per 1,000 live births",Normal value,,53.0021770192067,115.125110817865,,,,UN_IGME,,,,,,Total
Burkina Faso,Under-five mortality rate,Male,2021,87.3766763341341,,"Deaths per 1,000 live births",Normal value,,59.6033522949266,129.100103653519,,,,UN_IGME,,,,,,Total
Burkina Faso,Under-five mortality rate,Total,2021,82.6075831063427,,"Deaths per 1,000 live births",Normal value,,56.4788532511527,122.089054668821,,,,UN_IGME,,,,,,Total
Burundi,Under-five mortality rate,Female,2021,47.8529784467525,,"Deaths per 1,000 live births",Normal value,,29.2580581602431,77.5368728463856,,,,UN_IGME,,,,,,Total
Burundi,Under-five mortality rate,Male,2021,57.1545891207628,,"Deaths per 1,000 live births",Normal value,,35.0727679058056,92.5768228114702,,,,UN_IGME,,,,,,Total
Burundi,Under-five mortality rate,Total,2021,52.6047596697646,,"Deaths per 1,000 live births",Normal value,,32.261973009643,85.3268759046477,,,,UN_IGME,,,,,,Total
Cabo Verde,Under-five mortality rate,Female,2021,12.2808669368738,,"Deaths per 1,000 live births",Normal value,,9.38199871965887,15.9567481023241,,,,UN_IGME,,,,,,Total
Cabo Verde,Under-five mortality rate,Male,2021,14.7849622939526,,"Deaths per 1,000 live births",Normal value,,11.331534653042,19.2703308879528,,,,UN_IGME,,,,,,Total
Cabo Verde,Under-five mortality rate,Total,2021,13.5488366830773,,"Deaths per 1,000 live births",Normal value,,10.4128903241389,17.6132583275604,,,,UN_IGME,,,,,,Total
Cambodia,Under-five mortality rate,Female,2021,21.8442099348124,,"Deaths per 1,000 live births",Normal value,,10.7655813065743,44.477164834885,,,,UN_IGME,,,,,,Total
Cambodia,Under-five mortality rate,Male,2021,27.60402094758,,"Deaths per 1,000 live births",Normal value,,13.5372686417464,56.3662222220681,,,,UN_IGME,,,,,,Total
Cambodia,Under-five mortality rate,Total,2021,24.7635594961937,,"Deaths per 1,000 live births",Normal value,,12.1877469434566,50.6123520060082,,,,UN_IGME,,,,,,Total
Cameroon,Under-five mortality rate,Female,2021,63.8374925277036,,"Deaths per 1,000 live births",Normal value,,48.902959729353,81.9943074690126,,,,UN_IGME,,,,,,Total
Cameroon,Under-five mortality rate,Male,2021,75.3775307740176,,"Deaths per 1,000 live births",Normal value,,58.0421127462558,96.6606010152603,,,,UN_IGME,,,,,,Total
Cameroon,Under-five mortality rate,Total,2021,69.7880246897051,,"Deaths per 1,000 live births",Normal value,,53.6823246012691,89.293119277384,,,,UN_IGME,,,,,,Total
Canada,Under-five mortality rate,Female,2021,4.66200340449329,,"Deaths per 1,000 live births",Normal value,,4.43525608238752,4.89213215889887,,,,UN_IGME,,,,,,Total
Canada,Under-five mortality rate,Male,2021,5.40214478079477,,"Deaths per 1,000 live births",Normal value,,5.14735472363802,5.66461255647072,,,,UN_IGME,,,,,,Total
Canada,Under-five mortality rate,Total,2021,5.04132393329028,,"Deaths per 1,000 live births",Normal value,,4.82463012983711,5.26166415734768,,,,UN_IGME,,,,,,Total
Central African Republic,Under-five mortality rate,Female,2021,92.7190974578741,,"Deaths per 1,000 live births",Normal value,,72.7754496692409,118.054447150084,,,,UN_IGME,,,,,,Total
Central African Republic,Under-five mortality rate,Male,2021,106.738848045924,,"Deaths per 1,000 live births",Normal value,,83.8231093812898,135.286234962092,,,,UN_IGME,,,,,,Total
Central African Republic,Under-five mortality rate,Total,2021,99.9160796547335,,"Deaths per 1,000 live births",Normal value,,78.5319152053578,126.40284055251,,,,UN_IGME,,,,,,Total
Central Asia,Under-five mortality rate,Female,2021,15.7643824680952,,"Deaths per 1,000 live births",Normal value,,13.7640137926555,19.2385871934271,,,,UN_IGME,,,,,,Total
Central Asia,Under-five mortality rate,Male,2021,20.3880883067622,,"Deaths per 1,000 live births",Normal value,,17.8205468102293,24.8338681947493,,,,UN_IGME,,,,,,Total
Central Asia,Under-five mortality rate,Total,2021,18.1367636370766,,"Deaths per 1,000 live births",Normal value,,15.8623635484012,22.0358928081768,,,,UN_IGME,,,,,,Total
Central and Southern Asia,Under-five mortality rate,Female,2021,34.3903518046769,,"Deaths per 1,000 live births",Normal value,,31.6261163693961,37.7985117899964,,,,UN_IGME,,,,,,Total
Central and Southern Asia,Under-five mortality rate,Male,2021,36.2987939187253,,"Deaths per 1,000 live births",Normal value,,33.3168455431056,39.9345338425866,,,,UN_IGME,,,,,,Total
Central and Southern Asia,Under-five mortality rate,Total,2021,35.3868403416889,,"Deaths per 1,000 live births",Normal value,,32.5613644775139,38.8180495337139,,,,UN_IGME,,,,,,Total
Chad,Under-five mortality rate,Female,2021,100.143771082894,,"Deaths per 1,000 live births",Normal value,,69.8873442814236,141.752289778702,,,,UN_IGME,,,,,,Total
Chad,Under-five mortality rate,Male,2021,113.653879607354,,"Deaths per 1,000 live births",Normal value,,79.3120675923487,161.234335132433,,,,UN_IGME,,,,,,Total
Chad,Under-five mortality rate,Total,2021,107.065477228146,,"Deaths per 1,000 live births",Normal value,,75.0184061022711,151.416513380646,,,,UN_IGME,,,,,,Total
Chile,Under-five mortality rate,Female,2021,5.99486167628276,,"Deaths per 1,000 live births",Normal value,,5.0115508427317,7.14850533919186,,,,UN_IGME,,,,,,Total
Chile,Under-five mortality rate,Male,2021,7.09323384767288,,"Deaths per 1,000 live births",Normal value,,5.92897468893676,8.45342784472666,,,,UN_IGME,,,,,,Total
Chile,Under-five mortality rate,Total,2021,6.55343407510851,,"Deaths per 1,000 live births",Normal value,,5.49043481682754,7.79149660137438,,,,UN_IGME,,,,,,Total
China,Under-five mortality rate,Female,2021,6.53651930244204,,"Deaths per 1,000 live births",Normal value,,5.83492368888744,7.30577467666334,,,,UN_IGME,,,,,,Total
China,Under-five mortality rate,Male,2021,7.31213171993359,,"Deaths per 1,000 live births",Normal value,,6.55415417380043,8.15823425607568,,,,UN_IGME,,,,,,Total
China,Under-five mortality rate,Total,2021,6.93459176132328,,"Deaths per 1,000 live births",Normal value,,6.2387400632002,7.68986449183724,,,,UN_IGME,,,,,,Total
Colombia,Under-five mortality rate,Female,2021,11.4574886589291,,"Deaths per 1,000 live births",Normal value,,7.46167676333705,17.5199327737471,,,,UN_IGME,,,,,,Total
Colombia,Under-five mortality rate,Male,2021,14.1637981416231,,"Deaths per 1,000 live births",Normal value,,9.3058615382376,21.5513830626414,,,,UN_IGME,,,,,,Total
Colombia,Under-five mortality rate,Total,2021,12.8481560013982,,"Deaths per 1,000 live births",Normal value,,8.45136806176771,19.5790791039574,,,,UN_IGME,,,,,,Total
Comoros,Under-five mortality rate,Female,2021,46.818672158738,,"Deaths per 1,000 live births",Normal value,,34.7961154210256,63.1793631777279,,,,UN_IGME,,,,,,Total
Comoros,Under-five mortality rate,Male,2021,52.4418996878296,,"Deaths per 1,000 live births",Normal value,,39.0818461670284,70.369740742881,,,,UN_IGME,,,,,,Total
Comoros,Under-five mortality rate,Total,2021,49.716738229959,,"Deaths per 1,000 live births",Normal value,,37.1936725699731,66.772032409016,,,,UN_IGME,,,,,,Total
Congo,Under-five mortality rate,Female,2021,38.8806273548077,,"Deaths per 1,000 live births",Normal value,,21.894954321745,70.1644179953433,,,,UN_IGME,,,,,,Total
Congo,Under-five mortality rate,Male,2021,46.846352494977,,"Deaths per 1,000 live births",Normal value,,26.3225971381906,84.543902990801,,,,UN_IGME,,,,,,Total
Congo,Under-five mortality rate,Total,2021,42.9678602002796,,"Deaths per 1,000 live births",Normal value,,24.2531894735711,77.4964216424553,,,,UN_IGME,,,,,,Total
Cook Islands,Under-five mortality rate,Female,2021,7.02143853719116,,"Deaths per 1,000 live births",Normal value,,3.85877894413712,13.0787174009436,,,,UN_IGME,,,,,,Total
Cook Islands,Under-five mortality rate,Male,2021,7.29287213122416,,"Deaths per 1,000 live births",Normal value,,3.98931757859779,13.6029707263865,,,,UN_IGME,,,,,,Total
Cook Islands,Under-five mortality rate,Total,2021,7.1650216523676,,"Deaths per 1,000 live births",Normal value,,3.93094188072188,13.3612275395087,,,,UN_IGME,,,,,,Total
Costa Rica,Under-five mortality rate,Female,2021,7.12942535660764,,"Deaths per 1,000 live births",Normal value,,6.58129396790538,7.71136311093861,,,,UN_IGME,,,,,,Total
Costa Rica,Under-five mortality rate,Male,2021,8.13307324746388,,"Deaths per 1,000 live births",Normal value,,7.51420169931239,8.7845011277889,,,,UN_IGME,,,,,,Total
Costa Rica,Under-five mortality rate,Total,2021,7.64750823520297,,"Deaths per 1,000 live births",Normal value,,7.09208708481281,8.22311831625063,,,,UN_IGME,,,,,,Total
Croatia,Under-five mortality rate,Female,2021,4.25530499274824,,"Deaths per 1,000 live births",Normal value,,3.86871629355062,4.66731888146752,,,,UN_IGME,,,,,,Total
Croatia,Under-five mortality rate,Male,2021,5.00552126771473,,"Deaths per 1,000 live births",Normal value,,4.56916840285484,5.5017540160197,,,,UN_IGME,,,,,,Total
Croatia,Under-five mortality rate,Total,2021,4.64006899297498,,"Deaths per 1,000 live births",Normal value,,4.25111680312497,5.0675996988612,,,,UN_IGME,,,,,,Total
Cuba,Under-five mortality rate,Female,2021,4.47591415280811,,"Deaths per 1,000 live births",Normal value,,3.6265363626042,5.63071233160815,,,,UN_IGME,,,,,,Total
Cuba,Under-five mortality rate,Male,2021,5.49779275214661,,"Deaths per 1,000 live births",Normal value,,4.47547567546245,6.96535648505889,,,,UN_IGME,,,,,,Total
Cuba,Under-five mortality rate,Total,2021,5.00163771582935,,"Deaths per 1,000 live births",Normal value,,4.06576414440878,6.307888867859,,,,UN_IGME,,,,,,Total
Cyprus,Under-five mortality rate,Female,2021,2.55307136399234,,"Deaths per 1,000 live births",Normal value,,1.90300504668222,3.62950524598597,,"Some UN IGME indicators are calculated using population and live birth numbers from the World Population Prospects: The 2022 revision (WPP). WPP numbers for Cyprus refer to the whole country. However, the underlying data sent by the Health Monitoring Unit of the Cyprus Ministry of Health capture only the government-controlled area, whereas according to Eurostat, the population on 1 January 2022 was 904,705 (https://ec.europa.eu/eurostat/databrowser/view/tps00001).",,UN_IGME,,,,,,Total
Cyprus,Under-five mortality rate,Male,2021,3.0020506034438,,"Deaths per 1,000 live births",Normal value,,2.23815217227848,4.27342660806771,,"Some UN IGME indicators are calculated using population and live birth numbers from the World Population Prospects: The 2022 revision (WPP). WPP numbers for Cyprus refer to the whole country. However, the underlying data sent by the Health Monitoring Unit of the Cyprus Ministry of Health capture only the government-controlled area, whereas according to Eurostat, the population on 1 January 2022 was 904,705 (https://ec.europa.eu/eurostat/databrowser/view/tps00001).",,UN_IGME,,,,,,Total
Cyprus,Under-five mortality rate,Total,2021,2.78553116094771,,"Deaths per 1,000 live births",Normal value,,2.08007561329031,3.96136455347805,,"Some UN IGME indicators are calculated using population and live birth numbers from the World Population Prospects: The 2022 revision (WPP). WPP numbers for Cyprus refer to the whole country. However, the underlying data sent by the Health Monitoring Unit of the Cyprus Ministry of Health capture only the government-controlled area, whereas according to Eurostat, the population on 1 January 2022 was 904,705 (https://ec.europa.eu/eurostat/databrowser/view/tps00001).",,UN_IGME,,,,,,Total
Czechia,Under-five mortality rate,Female,2021,2.40824312272641,,"Deaths per 1,000 live births",Normal value,,2.22195701175239,2.60206979396313,,,,UN_IGME,,,,,,Total
Czechia,Under-five mortality rate,Male,2021,3.08004448171925,,"Deaths per 1,000 live births",Normal value,,2.84742351089621,3.32257220626275,,,,UN_IGME,,,,,,Total
Czechia,Under-five mortality rate,Total,2021,2.75141439266631,,"Deaths per 1,000 live births",Normal value,,2.55471730944256,2.95395521391842,,,,UN_IGME,,,,,,Total
Côte d'Ivoire,Under-five mortality rate,Female,2021,66.6977069037406,,"Deaths per 1,000 live births",Normal value,,49.7188945963872,89.6257651990641,,,,UN_IGME,,,,,,Total
Côte d'Ivoire,Under-five mortality rate,Male,2021,82.5170027928207,,"Deaths per 1,000 live births",Normal value,,61.5808498606888,110.388916501811,,,,UN_IGME,,,,,,Total
Côte d'Ivoire,Under-five mortality rate,Total,2021,74.7853318096152,,"Deaths per 1,000 live births",Normal value,,55.984980346233,100.061848341059,,,,UN_IGME,,,,,,Total
Democratic People's Republic of Korea,Under-five mortality rate,Female,2021,13.8691922011298,,"Deaths per 1,000 live births",Normal value,,10.8362263647097,17.9136571691452,,,,UN_IGME,,,,,,Total
